file_name,wave,columns,labels
sharew1_rel9-0-0_gv_imputations.dta,1,clarif,Respondent asked for clarifications
sharew1_rel9-0-0_gv_imputations.dta,1,undersq,Respondent understood questions
sharew1_rel9-0-0_gv_imputations.dta,1,hnrsc,Help needed to read showcards
sharew1_rel9-0-0_gv_imputations.dta,1,inpat_f,Paid out-of-pocket for inpatient care - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,outpa_f,Paid out-of-pocket for outpatient care - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,drugs_f,Paid out-of-pocket for prescribed drugs - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,nurs_f,Paid out-of-pocket for nursing home - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,hinsu_f,Paid for voluntary health insurance - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,ydip_f,Earnings from employment - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,yind_f,Earnings from self-employment - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,ypen1_f,"Old age, early retirement, and survisor pensions - Flag"
sharew1_rel9-0-0_gv_imputations.dta,1,ypen2_f,Private and occupational pensions - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,ypen3_f,Disability pensions and benefits - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,ypen4_f,Unemployment benefits and insurances - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,ypen5_f,Social assistance - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,ypen6_f,Sickness benefits and pensions - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,yreg1_f,Other private pensions - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,yreg2_f,Private transfers - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,aftgiv_f,Financial transfers given - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,aftrec_f,Financial transfers received - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,aftinh_f,Inheritance received - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,rhre_f,Rent and home-related expenditures - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,home_f,Value of main residence - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,mort_f,Mortgage on main residence - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,ores_f,Value of other real estate - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,yrent_f,Income from rent - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,yaohm_f,Income from other household members - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,fahc_f,Food at home consumption - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,fohc_f,Food outside home consumption - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,telc_f,Amount spent on telephones - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,bacc_f,Bank accounts - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,bsmf_f,"Bond, stock and mutual funds - Flag"
sharew1_rel9-0-0_gv_imputations.dta,1,ybabsmf_f,Interest/dividend from financial assett - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,slti_f,Savings for long-term investments - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,vbus_f,Value of own business - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,sbus_f,Share of own business - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,car_f,Value of cars - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,liab_f,Financial liabilities - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,thinc_f,Total household income - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,yincnrp_f,Income from nonresponding partner - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,thexp_f,Total household expenditure - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,hrass_f,Household real assets - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,hgfass_f,Household gross financial assets - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,hnfass_f,Household net financial assets - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,hnetw_f,Household net worth - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,gender_f,Gender - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,age_f,Age - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,age_p_f,Age of partner - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,yedu_f,Years of education - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,yedu_p_f,Years of education of partner - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,isced_f,ISCED 1997 coding of education - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,sphus_f,Self-perceived health - US scale - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,mstat_f,Marital status - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,nchild_f,Number of children - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,ngrchild_f,Number of grandchildren - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,gali_f,Limitation with activities - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,chronic_f,Number of chronic deseases - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,symptoms_f,Number of symptoms - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,eyesightr_f,Eyesight reading - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,hearing_f,Hearing - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,bmi_f,Body mass index - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,weight_f,Weight - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,height_f,Height - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,mobility_f,Mobility limitations - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,adl_f,Limitations with activities of daily living - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,iadl_f,Limitations with instrumental activities of daily living - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,esmoked_f,Ever smoked daily - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,drinking_f,More than 2 glasses of alcohol almost everyday - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,phinact_f,Physical inactivity - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,reading_f,Self-rated reading skills - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,writing_f,Self-rated writing skills - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,orienti_f,Score of orientation in time test - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,wllft_f,Score of words list learning test - trial 1 - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,wllst_f,Score of words list learning test - trial 2 - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,fluency_f,Score of verbal fluency test - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,numeracy_f,Score of first numeracy test - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,maxgrip_f,Maximum of grip strength measures - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,eurod_f,EURO depression scale - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,doctor_f,Seen/Talked to medical doctor - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,hospital_f,In hospital last 12 months - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,thospital_f,Times being patient in hospital - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,nhospital_f,Total nights stayed in hospital - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,cjs_f,Current job situation - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,pwork_f,Did any paid work - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,afwork_f,Away from work during last month - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,empstat1_f,Employee or self-employed first job - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,mtoj_f,More than one job - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,empstat2_f,Employee or self-employed second job - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,rhfo_f,Received help from others (how many) - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,ghto_f,Given help to others (how many) - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,ghih_f,Given help in the household (how many) - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,rhih_f,Received help in the household (how many) - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,otrf_f,"Owner, tenant or rent free - Flag"
sharew1_rel9-0-0_gv_imputations.dta,1,fdistress_f,Household able to make ends meet - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,nalm_f,Number of activities last month - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,tppdi_f,Third persons present during the interview - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,willans_f,Willingness to answer - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,clarif_f,Respondent asked for clarifications - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,undersq_f,Respondent understood questions - Flag
sharew1_rel9-0-0_gv_imputations.dta,1,hnrsc_f,Help needed to read showcards â€“ Flag
sharew1_rel9-0-0_gv_imputations.dta,1,currency,currency
sharew1_rel9-0-0_gv_imputations.dta,1,nomx2003,"Nominal exchange rate (national currency/Euro), annual average, 2003"
sharew1_rel9-0-0_gv_imputations.dta,1,nomx2004,"Nominal exchange rate (national currency/Euro), annual average, 2004"
sharew1_rel9-0-0_gv_imputations.dta,1,nomx2005,"Nominal exchange rate (national currency/Euro), annual average, 2005"
sharew1_rel9-0-0_gv_imputations.dta,1,pppc2003,"Current PPP exchange rate (national currency/Euro), 2003"
sharew1_rel9-0-0_gv_imputations.dta,1,pppc2004,"Current PPP exchange rate (national currency/Euro), 2004"
sharew1_rel9-0-0_gv_imputations.dta,1,pppc2005,"Current PPP exchange rate (national currency/Euro), 2005"
sharew1_rel9-0-0_gv_imputations.dta,1,pppk2003,"Constant PPP exchange rate (national currency/Euro), (Germany 2015=1), 2003"
sharew1_rel9-0-0_gv_imputations.dta,1,pppk2004,"Constant PPP exchange rate (national currency/Euro), (Germany 2015=1), 2004"
sharew1_rel9-0-0_gv_imputations.dta,1,pppk2005,"Constant PPP exchange rate (national currency/Euro), (Germany 2015=1), 2005"
sharew1_rel9-0-0_cv_r.dta,1,mergeid,Person identifier (fix across modules and waves)
sharew1_rel9-0-0_cv_r.dta,1,hhid1,Household identifier (wave 1)
sharew1_rel9-0-0_cv_r.dta,1,mergeidp1,Partner identifier (wave 1)
sharew1_rel9-0-0_cv_r.dta,1,coupleid1,Couple identifier (wave 1)
sharew1_rel9-0-0_cv_r.dta,1,country,Country identifier
sharew1_rel9-0-0_cv_r.dta,1,language,Language of questionnaire
sharew1_rel9-0-0_cv_r.dta,1,waveid,Identifier of original wave (person)
sharew1_rel9-0-0_cv_r.dta,1,waveid_hh,Identifier of original wave (household)
sharew1_rel9-0-0_cv_r.dta,1,firstwave,First appearance of person in SHARE
sharew1_rel9-0-0_cv_r.dta,1,firstwave_hh,Wave household was sampled/first participated
sharew1_rel9-0-0_cv_r.dta,1,cvresp,Coverscreen respondent
sharew1_rel9-0-0_cv_r.dta,1,gender,Male or female
sharew1_rel9-0-0_cv_r.dta,1,mobirth,Month of birth
sharew1_rel9-0-0_cv_r.dta,1,yrbirth,Year of birth
sharew1_rel9-0-0_cv_r.dta,1,age2004,Age in 2004
sharew1_rel9-0-0_cv_r.dta,1,age_int,Age of respondent at the time of interview
sharew1_rel9-0-0_cv_r.dta,1,mobirthp,Month of birth spouse/partner
sharew1_rel9-0-0_cv_r.dta,1,yrbirthp,Year of birth spouse/partner
sharew1_rel9-0-0_cv_r.dta,1,agep2004,Age of partner in 2004
sharew1_rel9-0-0_cv_r.dta,1,partnerinhh,Partner in household
sharew1_rel9-0-0_cv_r.dta,1,relrpers,Relation to coverscreen respondent
sharew1_rel9-0-0_cv_r.dta,1,hhsize,Household size
sharew1_rel9-0-0_cv_r.dta,1,fam_resp,Family respondent
sharew1_rel9-0-0_cv_r.dta,1,fin_resp,Financial respondent
sharew1_rel9-0-0_cv_r.dta,1,finsep,Finances totally separate
sharew1_rel9-0-0_cv_r.dta,1,hou_resp,Household respondent
sharew1_rel9-0-0_cv_r.dta,1,ILgroup,Population group (Israel only)
sharew1_rel9-0-0_cv_r.dta,1,interview,Interview done in wave 1
sharew1_rel9-0-0_cv_r.dta,1,int_year,Interview year
sharew1_rel9-0-0_cv_r.dta,1,int_month,Interview month
sharew1_rel9-0-0_ws.dta,1,mergeid,Person identifier (fix across modules and waves)
sharew1_rel9-0-0_ws.dta,1,hhid1,Household identifier (wave 1)
sharew1_rel9-0-0_ws.dta,1,mergeidp1,Partner identifier (wave 1)
sharew1_rel9-0-0_ws.dta,1,coupleid1,Couple identifier (wave 1)
sharew1_rel9-0-0_ws.dta,1,country,Country identifier
sharew1_rel9-0-0_ws.dta,1,language,Language of questionnaire
sharew1_rel9-0-0_ws.dta,1,ws001_,Record respondent status
sharew1_rel9-0-0_ws.dta,1,ws002_,Able to walk alone (using aid)
sharew1_rel9-0-0_ws.dta,1,ws003_,Is it safe to carry out the test
sharew1_rel9-0-0_ws.dta,1,ws004_,Respondent willing to do walking test
sharew1_rel9-0-0_ws.dta,1,ws005_,Does respondent feel safe to continue
sharew1_rel9-0-0_ws.dta,1,ws007_,Check available space for test
sharew1_rel9-0-0_ws.dta,1,ws010_,Result of first trial
sharew1_rel9-0-0_ws.dta,1,ws011_,Time of first walking speed test
sharew1_rel9-0-0_ws.dta,1,ws012_,Result of second trial
sharew1_rel9-0-0_ws.dta,1,ws013_,Time of second walking speed test
sharew1_rel9-0-0_ws.dta,1,ws014_,Did the respondent have comment on pain
sharew1_rel9-0-0_ws.dta,1,ws015_,Record type of floor surface
sharew1_rel9-0-0_ws.dta,1,ws017_,Type of aid used during test
sharew1_rel9-0-0_br.dta,1,mergeid,Person identifier (fix across modules and waves)
sharew1_rel9-0-0_br.dta,1,hhid1,Household identifier (wave 1)
sharew1_rel9-0-0_br.dta,1,mergeidp1,Partner identifier (wave 1)
sharew1_rel9-0-0_br.dta,1,coupleid1,Couple identifier (wave 1)
sharew1_rel9-0-0_br.dta,1,country,Country identifier
sharew1_rel9-0-0_br.dta,1,language,Language of questionnaire
sharew1_rel9-0-0_br.dta,1,br001_,Ever smoked daily
sharew1_rel9-0-0_br.dta,1,br002_,Smoke at the present time
sharew1_rel9-0-0_br.dta,1,br003_,How many years smoked
sharew1_rel9-0-0_br.dta,1,br004_,Age stopped smoking
sharew1_rel9-0-0_br.dta,1,br005d1,Do or did smoke: cigarettes
sharew1_rel9-0-0_br.dta,1,br005d2,Do or did smoke: pipe
sharew1_rel9-0-0_br.dta,1,br005d3,Do or did smoke: cigars or cigarillos
sharew1_rel9-0-0_br.dta,1,br006_,Average amount of cigarettes per day
sharew1_rel9-0-0_br.dta,1,br007_,Average amount of pipes per day
sharew1_rel9-0-0_br.dta,1,br008_,Average amount of cigars per day
sharew1_rel9-0-0_br.dta,1,br010_,Days a week consumed alcohol last 6 months
sharew1_rel9-0-0_br.dta,1,br011_,Freq more than 2 glasses beer in a day
sharew1_rel9-0-0_br.dta,1,br012_,Freq more than 2 glasses wine in a day
sharew1_rel9-0-0_br.dta,1,br013_,Freq more than 2 hard liquor in a day
sharew1_rel9-0-0_br.dta,1,br015_,Sports or activities that are vigorous
sharew1_rel9-0-0_br.dta,1,br016_,Activities requiring a moderate level of energy
sharew1_rel9-0-0_br.dta,1,br017_,Who answered the questions in br
sharew1_rel9-0-0_mh.dta,1,mergeid,Person identifier (fix across modules and waves)
sharew1_rel9-0-0_mh.dta,1,hhid1,Household identifier (wave 1)
sharew1_rel9-0-0_mh.dta,1,mergeidp1,Partner identifier (wave 1)
sharew1_rel9-0-0_mh.dta,1,coupleid1,Couple identifier (wave 1)
sharew1_rel9-0-0_mh.dta,1,country,Country identifier
sharew1_rel9-0-0_mh.dta,1,language,Language of questionnaire
sharew1_rel9-0-0_mh.dta,1,mh002_,Sad or depressed last month
sharew1_rel9-0-0_mh.dta,1,mh003_,Hopes for the future
sharew1_rel9-0-0_mh.dta,1,mh004_,Suicidal feelings or wish to be dead
sharew1_rel9-0-0_mh.dta,1,mh005_,Feels guilty
sharew1_rel9-0-0_mh.dta,1,mh006_,Blame for what
sharew1_rel9-0-0_mh.dta,1,mh007_,Trouble sleeping
sharew1_rel9-0-0_mh.dta,1,mh008_,Less or same interest in things
sharew1_rel9-0-0_mh.dta,1,mh009_,Keeps up interest
sharew1_rel9-0-0_mh.dta,1,mh010_,Irritability
sharew1_rel9-0-0_mh.dta,1,mh011_,Appetite
sharew1_rel9-0-0_mh.dta,1,mh012_,Eating more or less
sharew1_rel9-0-0_mh.dta,1,mh013_,Fatigue
sharew1_rel9-0-0_mh.dta,1,mh014_,Concentration on entertainment
sharew1_rel9-0-0_mh.dta,1,mh015_,Concentration on reading
sharew1_rel9-0-0_mh.dta,1,mh016_,Enjoyment
sharew1_rel9-0-0_mh.dta,1,mh017_,Tearfulness
sharew1_rel9-0-0_mh.dta,1,mh018_,Depression ever
sharew1_rel9-0-0_mh.dta,1,mh019_,Age depression symptoms first time
sharew1_rel9-0-0_mh.dta,1,mh020_,Ever treated for depression by doctor or psychiatrist
sharew1_rel9-0-0_mh.dta,1,mh021_,Ever admitted to mental hospital or psychiatric ward
sharew1_rel9-0-0_dropoff.dta,1,mergeid,Person identifier (fix across modules and waves)
sharew1_rel9-0-0_dropoff.dta,1,hhid1,Household identifier (wave 1)
sharew1_rel9-0-0_dropoff.dta,1,mergeidp1,Partner identifier (wave 1)
sharew1_rel9-0-0_dropoff.dta,1,coupleid1,Couple identifier (wave 1)
sharew1_rel9-0-0_dropoff.dta,1,country,Country identifier
sharew1_rel9-0-0_dropoff.dta,1,language,Language of questionnaire
sharew1_rel9-0-0_dropoff.dta,1,q1,How satisfied with life in general
sharew1_rel9-0-0_dropoff.dta,1,q2_a,My age prevents me from doing things I would like to
sharew1_rel9-0-0_dropoff.dta,1,q2_b,I feel that what happens to me is out of my control
sharew1_rel9-0-0_dropoff.dta,1,q2_c,I feel left out of things
sharew1_rel9-0-0_dropoff.dta,1,q2_d,I can do the things I want to
sharew1_rel9-0-0_dropoff.dta,1,q2_e,Family responsibilities prevent me from doing what I want to
sharew1_rel9-0-0_dropoff.dta,1,q2_f,Shortage of money stops me from doing things I want to do
sharew1_rel9-0-0_dropoff.dta,1,q2_g,I look forward to each day
sharew1_rel9-0-0_dropoff.dta,1,q2_h,I feel that my life has a meaning
sharew1_rel9-0-0_dropoff.dta,1,q2_i,"On balance, I look back on my life with a sense of happiness"
sharew1_rel9-0-0_dropoff.dta,1,q2_j,I feel full of energy these days
sharew1_rel9-0-0_dropoff.dta,1,q2_k,I feel that life is full of opportunities
sharew1_rel9-0-0_dropoff.dta,1,q2_l,I feel that the future looks good for me
sharew1_rel9-0-0_dropoff.dta,1,q3_a,I pursue my goals with lots of energy
sharew1_rel9-0-0_dropoff.dta,1,q3_b,"In uncertain times, I usually expect the best"
sharew1_rel9-0-0_dropoff.dta,1,q3_c,I'm always optimistic about my future
sharew1_rel9-0-0_dropoff.dta,1,q3_d,I hardly ever expect things to go my way
sharew1_rel9-0-0_dropoff.dta,1,q3_e,I still find ways to solve a problem if others have given up
sharew1_rel9-0-0_dropoff.dta,1,q3_f,I rarely count on good things happening to me
sharew1_rel9-0-0_dropoff.dta,1,q3_g,Given my previous experiences I feel well prepared for my future
sharew1_rel9-0-0_dropoff.dta,1,q4_a,I felt depressed
sharew1_rel9-0-0_dropoff.dta,1,q4_b,I felt that everything I did was an effort
sharew1_rel9-0-0_dropoff.dta,1,q4_c,My sleep was restless
sharew1_rel9-0-0_dropoff.dta,1,q4_d,I was happy
sharew1_rel9-0-0_dropoff.dta,1,q4_e,I felt lonely
sharew1_rel9-0-0_dropoff.dta,1,q4_f,I felt people were unfriendly
sharew1_rel9-0-0_dropoff.dta,1,q4_g,I enjoyed life
sharew1_rel9-0-0_dropoff.dta,1,q4_h,I felt sad
sharew1_rel9-0-0_dropoff.dta,1,q4_i,I felt that people disliked me
sharew1_rel9-0-0_dropoff.dta,1,q4_j,I could not get going
sharew1_rel9-0-0_dropoff.dta,1,q4_k,I did not feel like eating/my appetite was poor
sharew1_rel9-0-0_dropoff.dta,1,q4_l,I had a lot of energy
sharew1_rel9-0-0_dropoff.dta,1,q4_m,I felt tired
sharew1_rel9-0-0_dropoff.dta,1,q4_n,I felt really rested when I woke up in the morning
sharew1_rel9-0-0_dropoff.dta,1,q5_a,Always satisfied w. balance btwn. what given partner & what received in return
sharew1_rel9-0-0_dropoff.dta,1,q5_b,Always received adequate appreciation for providing help in my family
sharew1_rel9-0-0_dropoff.dta,1,q5_c,Always satisfied with rewards received for efforts in current major activity
sharew1_rel9-0-0_dropoff.dta,1,q5_d,Been seriously disappointed/hurt by someone to whom I gave my trust
sharew1_rel9-0-0_dropoff.dta,1,q6_a,Parents duty: do the best for children even at own expense
sharew1_rel9-0-0_dropoff.dta,1,q6_b,Grandparents duty: be there for grandchildren
sharew1_rel9-0-0_dropoff.dta,1,q6_c,Grandparents duty: help grandchildren financially
sharew1_rel9-0-0_dropoff.dta,1,q6_d,Grandparents duty: help looking after young grandchildren
sharew1_rel9-0-0_dropoff.dta,1,q7_a,Financial support for older persons who are in need
sharew1_rel9-0-0_dropoff.dta,1,q7_b,Help w. household chores for older persons in need: e.g. cleaning/washing
sharew1_rel9-0-0_dropoff.dta,1,q7_c,Personal care for older persons in need: e.g. nursing/bathing/dressing
sharew1_rel9-0-0_dropoff.dta,1,q8_a,Experiences conflict with: parents
sharew1_rel9-0-0_dropoff.dta,1,q8_b,Experiences conflict with: parents-in-law
sharew1_rel9-0-0_dropoff.dta,1,q8_c,Experiences conflict with: partner/spouse
sharew1_rel9-0-0_dropoff.dta,1,q8_d,Experiences conflict with: children
sharew1_rel9-0-0_dropoff.dta,1,q8_e,Experiences conflict with: other family members
sharew1_rel9-0-0_dropoff.dta,1,q8_f,Experiences conflict with: friends/coworkers/acquaintances
sharew1_rel9-0-0_dropoff.dta,1,q9,Conflicts with children(-in-law) over education of grandchild(ren)
sharew1_rel9-0-0_dropoff.dta,1,q10,Ever shared a household with spouse/partner
sharew1_rel9-0-0_dropoff.dta,1,q11_a,Main responsibility for: bringing up children
sharew1_rel9-0-0_dropoff.dta,1,q11_b,Main responsibility for: earning money
sharew1_rel9-0-0_dropoff.dta,1,q11_c,Main responsibility for: household chores
sharew1_rel9-0-0_dropoff.dta,1,q11_d,Main responsibility for: caring for elderly
sharew1_rel9-0-0_dropoff.dta,1,q12,Has a general practitioner
sharew1_rel9-0-0_dropoff.dta,1,q13_a,How often does general practitioner: ask about physical activity
sharew1_rel9-0-0_dropoff.dta,1,q13_b,How often does general practitioner: tell you to get exercise
sharew1_rel9-0-0_dropoff.dta,1,q13_c,How often does general practitioner: ask about falling down
sharew1_rel9-0-0_dropoff.dta,1,q13_d,How often does general practitioner: check your balance
sharew1_rel9-0-0_dropoff.dta,1,q13_e,How often does general practitioner: check your weight
sharew1_rel9-0-0_dropoff.dta,1,q13_f,How often does general practitioner: ask about any drugs
sharew1_rel9-0-0_dropoff.dta,1,q14,Had a flu vaccination the last year
sharew1_rel9-0-0_dropoff.dta,1,q15,Adviced to have a flu vaccination the last year
sharew1_rel9-0-0_dropoff.dta,1,q16,Had any eye exam the last two years
sharew1_rel9-0-0_dropoff.dta,1,q17,Had a mammogram the last two years (only women)
sharew1_rel9-0-0_dropoff.dta,1,q18,Recommended to have a sigmoidoscopy/colonoscopy the past ten years
sharew1_rel9-0-0_dropoff.dta,1,q19,Ever had a sigmoidoscopy/colonoscopy
sharew1_rel9-0-0_dropoff.dta,1,q20,Had stool blood tested the past ten years
sharew1_rel9-0-0_dropoff.dta,1,q21,Recommended by health care provider to have a stool blood test past ten years
sharew1_rel9-0-0_dropoff.dta,1,q22,Been bothered by pain in joints for at least 6 months
sharew1_rel9-0-0_dropoff.dta,1,q23_a,Pain in hips
sharew1_rel9-0-0_dropoff.dta,1,q23_b,Pain in knees
sharew1_rel9-0-0_dropoff.dta,1,q23_c,Pain in other joints (upper/lower limbs)
sharew1_rel9-0-0_dropoff.dta,1,q24,Joint pain on most days
sharew1_rel9-0-0_dropoff.dta,1,q25,Currently taking drugs for joint pain
sharew1_rel9-0-0_dropoff.dta,1,q26,Joint pain controlled when taking drugs
sharew1_rel9-0-0_dropoff.dta,1,q27,Told doctor about joint pain
sharew1_rel9-0-0_dropoff.dta,1,q28_a,When told about joint pain: doctor checked joints
sharew1_rel9-0-0_dropoff.dta,1,q28_b,When told about joint pain: doctor suggested a drug treatment
sharew1_rel9-0-0_dropoff.dta,1,q28_c,When told about joint pain: doctor told about side effects from anti-inflammator
sharew1_rel9-0-0_dropoff.dta,1,q29_a,Ever been sent to physioterapy/exercise program for joint pain
sharew1_rel9-0-0_dropoff.dta,1,q29_b,Ever been told by doctor to have surgery/joint replacement
sharew1_rel9-0-0_dropoff.dta,1,q29_c,Ever been sent to orthopaedic surgeon
sharew1_rel9-0-0_dropoff.dta,1,q30_a,Accommodation has: indoor bath/shower for hh's personal use
sharew1_rel9-0-0_dropoff.dta,1,q30_b,Accommodation has: indoor flushing toilet for hh's personal use
sharew1_rel9-0-0_dropoff.dta,1,q30_c,Accommodation has: central heating
sharew1_rel9-0-0_dropoff.dta,1,q30_d,Accommodation has: air condition
sharew1_rel9-0-0_dropoff.dta,1,q30_e,Accommodation has: elevator
sharew1_rel9-0-0_dropoff.dta,1,q30_f,Accommodation has: balcony/terrace/garden
sharew1_rel9-0-0_dropoff.dta,1,q31_a,Accommodation has enough space
sharew1_rel9-0-0_dropoff.dta,1,q31_b,Accommodation costs too much
sharew1_rel9-0-0_dropoff.dta,1,q31_c,Accommodation has enough light
sharew1_rel9-0-0_dropoff.dta,1,q31_d,Accommodation has insufficient heating/cooling facilities
sharew1_rel9-0-0_dropoff.dta,1,q32_a,Area has: suff. supply of pharmacy/medical care/grocery in reasonable distance
sharew1_rel9-0-0_dropoff.dta,1,q32_b,Area has: sufficient possibilities for public transportation
sharew1_rel9-0-0_dropoff.dta,1,q32_c,Area has: pollution/noise/other environmental problems
sharew1_rel9-0-0_dropoff.dta,1,q32_d,Area has: vandalism/crime
sharew1_rel9-0-0_dropoff.dta,1,q33_a,Pet(s) in hh: dog
sharew1_rel9-0-0_dropoff.dta,1,q33_b,Pet(s) in hh: cat
sharew1_rel9-0-0_dropoff.dta,1,q33_c,Pet(s) in hh: bird
sharew1_rel9-0-0_dropoff.dta,1,q33_d,Pet(s) in hh: fish
sharew1_rel9-0-0_dropoff.dta,1,q33_e,Pet(s) in hh: other
sharew1_rel9-0-0_dropoff.dta,1,q33_f,No pet(s) in hh
sharew1_rel9-0-0_dropoff.dta,1,q34_raw,Religion belonging or feeling attached to mostly (raw)
sharew1_rel9-0-0_dropoff.dta,1,q34_re,Religion belonging or feeling attached to mostly
sharew1_rel9-0-0_dropoff.dta,1,q35,About how often do you pray?
sharew1_rel9-0-0_dropoff.dta,1,q36,Has been educated religiously by parents
sharew1_rel9-0-0_dropoff.dta,1,q37,Party preference
sharew1_rel9-0-0_dropoff.dta,1,il_b105,Country of birth
sharew1_rel9-0-0_dropoff.dta,1,il_b106,Fathers country of birth
sharew1_rel9-0-0_dropoff.dta,1,il_b107,Self-definition of identity
sharew1_rel9-0-0_dropoff.dta,1,ilq6,Experienced the death of a (grand)child
sharew1_rel9-0-0_dropoff.dta,1,ilq7,How old when experienced death of a (grand)child
sharew1_rel9-0-0_dropoff.dta,1,ilq8,Effect on life: death of (grand)child
sharew1_rel9-0-0_dropoff.dta,1,ilq9,Provided long term care to disabled/impaired relative
sharew1_rel9-0-0_dropoff.dta,1,ilq10,How old when first provided long term care to disabled/impaired relative
sharew1_rel9-0-0_dropoff.dta,1,ilq11,Effect on life: providing long term care
